DBH,H,WD,Continent,S,SS,AGB,Rainfall,OldGrowth,ForestType,DryMonths,Altitude,SP
16.6,6.6,0.84,Africa,SouthAfrica,southafrica,61.78,,,,,,53
16.6,5.2,0.84,Africa,SouthAfrica,southafrica,44.54,,,,,,53
16.9,5.7,0.84,Africa,SouthAfrica,southafrica,157.74,,,,,,53
17.2,6.2,0.84,Africa,SouthAfrica,southafrica,49.98,,,,,,53
17.2,6.2,0.86,Africa,SouthAfrica,southafrica,46.76,,,,,,71
17.5,6.3,0.84,Africa,SouthAfrica,southafrica,69.78,,,,,,53
17.5,5.4,0.84,Africa,SouthAfrica,southafrica,64.38,,,,,,53
17.5,4.5,0.84,Africa,SouthAfrica,southafrica,40.01,,,,,,53
18.1,3.1,0.84,Africa,SouthAfrica,southafrica,35.76,,,,,,53
18.5,5.8,0.84,Africa,SouthAfrica,southafrica,110.28,,,,,,53
18.8,6.1,0.92,Africa,SouthAfrica,southafrica,113.93,,,,,,3
19.1,6.3,0.81,Africa,SouthAfrica,southafrica,99.64,,,,,,57
19.1,6.5,0.84,Africa,SouthAfrica,southafrica,84.93,,,,,,53
19.1,7.4,0.84,Africa,SouthAfrica,southafrica,70.7,,,,,,53
19.4,6.2,0.92,Africa,SouthAfrica,southafrica,136.83,,,,,,3
22.0,6.4,0.84,Africa,SouthAfrica,southafrica,80.57,,,,,,53
22.3,7.5,0.87,Africa,SouthAfrica,southafrica,150.72,,,,,,51
22.6,6.2,0.84,Africa,SouthAfrica,southafrica,113.21,,,,,,53
22.9,7.9,0.84,Africa,SouthAfrica,southafrica,103.74,,,,,,53
23.2,5.1,0.89,Africa,SouthAfrica,southafrica,90.63,,,,,,72
23.2,6.7,0.84,Africa,SouthAfrica,southafrica,83.3,,,,,,53
23.9,5.3,0.84,Africa,SouthAfrica,southafrica,83.23,,,,,,53
24.2,4.1,0.84,Africa,SouthAfrica,southafrica,156.73,,,,,,53
24.2,5.8,0.84,Africa,SouthAfrica,southafrica,108.96,,,,,,53
25.1,7.4,1.09,Africa,SouthAfrica,southafrica,202.35,,,,,,90
27.1,7.4,1.04,Africa,SouthAfrica,southafrica,268.12,,,,,,0
27.1,8.1,0.84,Africa,SouthAfrica,southafrica,216.3,,,,,,53
28.0,7.8,0.84,Africa,SouthAfrica,southafrica,206.34,,,,,,53
28.0,6.2,0.84,Africa,SouthAfrica,southafrica,180.56,,,,,,53
30.6,7.7,0.84,Africa,SouthAfrica,southafrica,291.84,,,,,,53
31.2,5.5,0.97,Africa,SouthAfrica,southafrica,250.25,,,,,,91
35.0,7.2,0.84,Africa,SouthAfrica,southafrica,366.65,,,,,,53
5.0,3.3,0.94,Africa,SouthAfrica,southafrica,5.65,,,,,,92
5.0,3.1,0.94,Africa,SouthAfrica,southafrica,5.8,,,,,,92
5.1,4.1,0.94,Africa,SouthAfrica,southafrica,6.03,,,,,,92
5.3,3.9,0.94,Africa,SouthAfrica,southafrica,4.88,,,,,,92
5.3,2.5,0.94,Africa,SouthAfrica,southafrica,4.24,,,,,,92
5.3,3.2,0.94,Africa,SouthAfrica,southafrica,4.64,,,,,,92
5.3,2.8,0.94,Africa,SouthAfrica,southafrica,4.06,,,,,,92
5.4,3.3,0.94,Africa,SouthAfrica,southafrica,5.35,,,,,,92
5.4,3.4,0.94,Africa,SouthAfrica,southafrica,3.83,,,,,,92
5.6,3.5,0.94,Africa,SouthAfrica,southafrica,4.44,,,,,,92
6.0,4.1,0.94,Africa,SouthAfrica,southafrica,7.62,,,,,,92
6.1,3.9,0.94,Africa,SouthAfrica,southafrica,6.99,,,,,,92
6.2,4.1,0.94,Africa,SouthAfrica,southafrica,10.99,,,,,,92
6.2,5.3,0.94,Africa,SouthAfrica,southafrica,9.51,,,,,,92
6.2,3.7,0.94,Africa,SouthAfrica,southafrica,9.18,,,,,,92
6.3,4.4,0.94,Africa,SouthAfrica,southafrica,7.79,,,,,,92
6.4,3.8,0.94,Africa,SouthAfrica,southafrica,6.99,,,,,,92
6.5,3.2,0.94,Africa,SouthAfrica,southafrica,8.26,,,,,,92
6.6,1.8,0.94,Africa,SouthAfrica,southafrica,4.68,,,,,,92
6.7,4.1,0.94,Africa,SouthAfrica,southafrica,8.59,,,,,,92
6.7,3.8,0.94,Africa,SouthAfrica,southafrica,7.45,,,,,,92
6.8,2.7,0.94,Africa,SouthAfrica,southafrica,12.18,,,,,,92
6.8,4.5,0.94,Africa,SouthAfrica,southafrica,10.59,,,,,,92
6.9,4.1,0.94,Africa,SouthAfrica,southafrica,7.02,,,,,,92
7.0,2.7,0.94,Africa,SouthAfrica,southafrica,7.57,,,,,,92
7.0,2.4,0.94,Africa,SouthAfrica,southafrica,6.49,,,,,,92
7.0,2.5,0.94,Africa,SouthAfrica,southafrica,4.47,,,,,,92
7.1,4.4,0.94,Africa,SouthAfrica,southafrica,16.5,,,,,,92
7.1,4.6,0.94,Africa,SouthAfrica,southafrica,10.47,,,,,,92
7.3,3.0,0.94,Africa,SouthAfrica,southafrica,15.29,,,,,,92
7.4,3.0,0.94,Africa,SouthAfrica,southafrica,9.51,,,,,,92
7.4,5.0,0.94,Africa,SouthAfrica,southafrica,10.02,,,,,,92
7.4,4.2,0.94,Africa,SouthAfrica,southafrica,9.47,,,,,,92
7.4,3.5,0.94,Africa,SouthAfrica,southafrica,8.37,,,,,,92
7.5,4.5,0.94,Africa,SouthAfrica,southafrica,13.14,,,,,,92
7.5,4.0,0.94,Africa,SouthAfrica,southafrica,11.86,,,,,,92
7.6,3.0,0.94,Africa,SouthAfrica,southafrica,11.14,,,,,,92
7.6,4.0,0.94,Africa,SouthAfrica,southafrica,8.74,,,,,,92
7.7,3.6,0.94,Africa,SouthAfrica,southafrica,8.71,,,,,,92
7.8,5.1,0.94,Africa,SouthAfrica,southafrica,14.55,,,,,,92
7.8,3.4,0.94,Africa,SouthAfrica,southafrica,7.71,,,,,,92
7.9,5.4,0.94,Africa,SouthAfrica,southafrica,41.45,,,,,,92
7.9,4.5,0.94,Africa,SouthAfrica,southafrica,15.43,,,,,,92
8.0,4.1,0.94,Africa,SouthAfrica,southafrica,13.06,,,,,,92
8.3,4.3,0.94,Africa,SouthAfrica,southafrica,15.13,,,,,,92
8.3,5.3,0.94,Africa,SouthAfrica,southafrica,11.51,,,,,,92
8.3,4.0,0.94,Africa,SouthAfrica,southafrica,10.52,,,,,,92
8.3,3.4,0.94,Africa,SouthAfrica,southafrica,9.06,,,,,,92
8.3,3.5,0.94,Africa,SouthAfrica,southafrica,7.22,,,,,,92
8.4,4.9,0.94,Africa,SouthAfrica,southafrica,16.83,,,,,,92
8.4,1.8,0.94,Africa,SouthAfrica,southafrica,5.33,,,,,,92
8.5,6.6,0.94,Africa,SouthAfrica,southafrica,36.03,,,,,,92
8.5,4.1,0.94,Africa,SouthAfrica,southafrica,16.25,,,,,,92
8.5,3.7,0.84,Africa,SouthAfrica,southafrica,12.7,,,,,,53
8.7,5.2,0.94,Africa,SouthAfrica,southafrica,20.58,,,,,,92
8.9,3.5,0.94,Africa,SouthAfrica,southafrica,16.82,,,,,,92
8.9,3.0,0.94,Africa,SouthAfrica,southafrica,6.19,,,,,,92
9.2,4.3,0.94,Africa,SouthAfrica,southafrica,17.44,,,,,,92
9.4,5.2,0.94,Africa,SouthAfrica,southafrica,17.04,,,,,,92
9.4,7.9,0.94,Africa,SouthAfrica,southafrica,15.52,,,,,,92
9.5,3.9,0.94,Africa,SouthAfrica,southafrica,22.53,,,,,,92
9.5,4.1,0.94,Africa,SouthAfrica,southafrica,9.23,,,,,,92
9.6,4.4,0.94,Africa,SouthAfrica,southafrica,19.68,,,,,,92
9.9,4.3,0.94,Africa,SouthAfrica,southafrica,18.94,,,,,,92
10.1,4.7,0.94,Africa,SouthAfrica,southafrica,26.0,,,,,,92
10.1,5.1,0.94,Africa,SouthAfrica,southafrica,22.02,,,,,,92
10.2,4.8,0.94,Africa,SouthAfrica,southafrica,13.14,,,,,,92
10.5,4.4,0.94,Africa,SouthAfrica,southafrica,21.07,,,,,,92
10.5,3.7,0.94,Africa,SouthAfrica,southafrica,20.67,,,,,,92
10.5,2.9,0.94,Africa,SouthAfrica,southafrica,9.7,,,,,,92
10.6,4.1,0.94,Africa,SouthAfrica,southafrica,11.32,,,,,,92
10.8,3.8,0.94,Africa,SouthAfrica,southafrica,11.16,,,,,,92
11.1,4.4,0.94,Africa,SouthAfrica,southafrica,25.78,,,,,,92
11.4,4.5,0.94,Africa,SouthAfrica,southafrica,28.13,,,,,,92
11.5,5.4,0.94,Africa,SouthAfrica,southafrica,28.44,,,,,,92
12.0,4.5,0.94,Africa,SouthAfrica,southafrica,29.3,,,,,,92
12.1,5.6,0.94,Africa,SouthAfrica,southafrica,26.0,,,,,,92
12.5,4.0,0.94,Africa,SouthAfrica,southafrica,27.63,,,,,,92
13.1,5.4,0.94,Africa,SouthAfrica,southafrica,34.92,,,,,,92
13.4,4.5,0.94,Africa,SouthAfrica,southafrica,35.45,,,,,,92
13.4,4.5,0.94,Africa,SouthAfrica,southafrica,21.89,,,,,,92
13.7,4.8,0.94,Africa,SouthAfrica,southafrica,38.76,,,,,,92
14.6,5.8,0.94,Africa,SouthAfrica,southafrica,47.48,,,,,,92
15.0,4.6,0.94,Africa,SouthAfrica,southafrica,44.27,,,,,,92
15.3,4.4,0.94,Africa,SouthAfrica,southafrica,16.31,,,,,,92
17.5,4.9,0.93,Africa,SouthAfrica,southafrica,75.07,,,,,,48
17.5,6.9,0.94,Africa,SouthAfrica,southafrica,71.02,,,,,,92
17.5,5.5,1.02,Africa,SouthAfrica,southafrica,62.68,,,,,,93
17.8,4.9,1.0,Africa,SouthAfrica,southafrica,77.15,,,,,,94
18.1,4.6,0.94,Africa,SouthAfrica,southafrica,102.04,,,,,,92
25.1,6.5,0.92,Africa,SouthAfrica,southafrica,227.39,,,,,,3
7.2,3.1,0.98,Africa,SouthAfrica,southafrica,4.7,,,,,,68
10.5,4.6,0.98,Africa,SouthAfrica,southafrica,20.93,,,,,,68
19.4,6.2,0.98,Africa,SouthAfrica,southafrica,112.05,,,,,,68
28.6,5.3,1.0,Africa,SouthAfrica,southafrica,399.15,,,,,,94
38.5,8.7,0.97,Africa,SouthAfrica,southafrica,691.58,,,,,,91
5.3,3.4,0.43,Africa,SouthAfrica,southafrica,2.38,,,,,,41
5.3,3.5,0.43,Africa,SouthAfrica,southafrica,1.64,,,,,,41
5.5,2.2,0.43,Africa,SouthAfrica,southafrica,1.24,,,,,,41
5.7,3.5,0.43,Africa,SouthAfrica,southafrica,2.59,,,,,,41
6.1,3.0,0.43,Africa,SouthAfrica,southafrica,2.13,,,,,,41
6.2,3.1,0.43,Africa,SouthAfrica,southafrica,4.25,,,,,,41
6.2,4.3,0.43,Africa,SouthAfrica,southafrica,3.76,,,,,,41
6.2,2.3,0.43,Africa,SouthAfrica,southafrica,2.27,,,,,,41
6.5,3.0,0.43,Africa,SouthAfrica,southafrica,6.5,,,,,,41
7.0,4.3,0.43,Africa,SouthAfrica,southafrica,2.39,,,,,,41
7.2,4.1,0.43,Africa,SouthAfrica,southafrica,3.08,,,,,,41
7.3,3.1,0.43,Africa,SouthAfrica,southafrica,2.76,,,,,,41
7.6,4.2,0.43,Africa,SouthAfrica,southafrica,7.63,,,,,,41
8.4,3.4,0.43,Africa,SouthAfrica,southafrica,2.69,,,,,,41
8.5,4.2,0.43,Africa,SouthAfrica,southafrica,6.61,,,,,,41
8.6,3.2,0.43,Africa,SouthAfrica,southafrica,6.36,,,,,,41
8.7,2.7,0.43,Africa,SouthAfrica,southafrica,5.77,,,,,,41
9.0,4.0,0.43,Africa,SouthAfrica,southafrica,7.73,,,,,,41
9.5,3.4,0.43,Africa,SouthAfrica,southafrica,3.95,,,,,,41
10.3,3.3,0.43,Africa,SouthAfrica,southafrica,9.73,,,,,,41
10.7,5.0,0.43,Africa,SouthAfrica,southafrica,13.75,,,,,,41
10.8,4.8,0.43,Africa,SouthAfrica,southafrica,10.46,,,,,,41
12.1,4.4,0.43,Africa,SouthAfrica,southafrica,11.58,,,,,,41
13.7,5.0,0.43,Africa,SouthAfrica,southafrica,25.89,,,,,,41
16.6,5.4,0.43,Africa,SouthAfrica,southafrica,38.81,,,,,,41
16.6,4.4,0.43,Africa,SouthAfrica,southafrica,20.5,,,,,,41
17.2,3.8,0.43,Africa,SouthAfrica,southafrica,13.65,,,,,,41
18.5,4.5,0.43,Africa,SouthAfrica,southafrica,48.04,,,,,,41
19.1,4.1,0.43,Africa,SouthAfrica,southafrica,40.95,,,,,,41
20.7,5.0,0.43,Africa,SouthAfrica,southafrica,49.3,,,,,,41
21.6,5.2,0.43,Africa,SouthAfrica,southafrica,78.24,,,,,,41
29.3,7.5,0.43,Africa,SouthAfrica,southafrica,201.3,,,,,,41
5.1,3.2,0.6,Africa,SouthAfrica,southafrica,2.16,,,,,,14
5.8,3.7,0.6,Africa,SouthAfrica,southafrica,7.07,,,,,,14
5.9,3.6,0.6,Africa,SouthAfrica,southafrica,3.3,,,,,,14
5.9,3.3,0.6,Africa,SouthAfrica,southafrica,2.79,,,,,,14
6.5,3.2,0.6,Africa,SouthAfrica,southafrica,2.79,,,,,,14
7.1,3.4,0.6,Africa,SouthAfrica,southafrica,3.14,,,,,,14
7.2,3.0,0.6,Africa,SouthAfrica,southafrica,7.07,,,,,,14
7.8,3.8,0.6,Africa,SouthAfrica,southafrica,5.74,,,,,,14
8.6,3.7,0.6,Africa,SouthAfrica,southafrica,8.84,,,,,,14
8.9,3.8,0.6,Africa,SouthAfrica,southafrica,8.45,,,,,,14
9.1,4.0,0.6,Africa,SouthAfrica,southafrica,10.54,,,,,,14
9.7,3.4,0.6,Africa,SouthAfrica,southafrica,7.23,,,,,,14
10.7,5.0,0.6,Africa,SouthAfrica,southafrica,14.54,,,,,,14
11.0,4.3,0.6,Africa,SouthAfrica,southafrica,13.05,,,,,,14
11.5,3.8,0.6,Africa,SouthAfrica,southafrica,13.56,,,,,,14
12.1,4.9,0.6,Africa,SouthAfrica,southafrica,14.74,,,,,,14
12.7,4.2,0.6,Africa,SouthAfrica,southafrica,22.13,,,,,,14
13.2,3.7,0.6,Africa,SouthAfrica,southafrica,24.01,,,,,,14
13.7,5.4,0.6,Africa,SouthAfrica,southafrica,29.55,,,,,,14
16.2,5.2,0.6,Africa,SouthAfrica,southafrica,77.48,,,,,,14
16.9,4.9,0.6,Africa,SouthAfrica,southafrica,37.62,,,,,,14
5.0,3.4,0.73,Africa,SouthAfrica,southafrica,4.16,,,,,,33
5.0,2.4,0.73,Africa,SouthAfrica,southafrica,3.56,,,,,,33
5.1,2.4,0.73,Africa,SouthAfrica,southafrica,2.11,,,,,,33
5.2,2.9,0.73,Africa,SouthAfrica,southafrica,5.63,,,,,,33
5.3,2.4,0.73,Africa,SouthAfrica,southafrica,3.7,,,,,,33
5.3,1.9,0.73,Africa,SouthAfrica,southafrica,2.74,,,,,,33
5.5,1.9,0.73,Africa,SouthAfrica,southafrica,5.08,,,,,,33
5.6,2.4,0.73,Africa,SouthAfrica,southafrica,4.79,,,,,,33
6.0,2.7,0.73,Africa,SouthAfrica,southafrica,8.83,,,,,,33
6.1,3.1,0.73,Africa,SouthAfrica,southafrica,4.11,,,,,,33
6.3,2.9,0.73,Africa,SouthAfrica,southafrica,5.14,,,,,,33
6.3,2.5,0.73,Africa,SouthAfrica,southafrica,4.2,,,,,,33
6.6,2.7,0.73,Africa,SouthAfrica,southafrica,1.72,,,,,,33
7.0,2.8,0.73,Africa,SouthAfrica,southafrica,6.7,,,,,,33
7.0,2.1,0.73,Africa,SouthAfrica,southafrica,3.06,,,,,,33
7.1,2.1,0.73,Africa,SouthAfrica,southafrica,4.07,,,,,,33
7.1,2.2,0.73,Africa,SouthAfrica,southafrica,2.5,,,,,,33
7.4,2.7,0.73,Africa,SouthAfrica,southafrica,2.78,,,,,,33
7.5,2.5,0.73,Africa,SouthAfrica,southafrica,3.8,,,,,,33
7.8,2.1,0.73,Africa,SouthAfrica,southafrica,4.34,,,,,,33
7.9,2.3,0.73,Africa,SouthAfrica,southafrica,5.19,,,,,,33
8.0,3.2,0.73,Africa,SouthAfrica,southafrica,6.9,,,,,,33
8.4,2.0,0.73,Africa,SouthAfrica,southafrica,8.32,,,,,,33
10.9,2.2,0.73,Africa,SouthAfrica,southafrica,13.46,,,,,,33
10.9,2.2,0.73,Africa,SouthAfrica,southafrica,12.83,,,,,,33
5.1,2.2,0.56,Africa,SouthAfrica,southafrica,2.08,,,,,,5
5.8,3.6,0.56,Africa,SouthAfrica,southafrica,2.92,,,,,,5
6.0,2.9,0.56,Africa,SouthAfrica,southafrica,4.41,,,,,,5
6.1,3.8,0.56,Africa,SouthAfrica,southafrica,2.62,,,,,,5
6.3,2.1,0.56,Africa,SouthAfrica,southafrica,3.07,,,,,,5
7.2,3.5,0.56,Africa,SouthAfrica,southafrica,6.54,,,,,,5
7.5,4.3,0.56,Africa,SouthAfrica,southafrica,6.4,,,,,,5
8.0,3.7,0.56,Africa,SouthAfrica,southafrica,7.22,,,,,,5
8.1,3.2,0.56,Africa,SouthAfrica,southafrica,4.7,,,,,,5
8.2,3.5,0.56,Africa,SouthAfrica,southafrica,6.44,,,,,,5
9.8,4.6,0.56,Africa,SouthAfrica,southafrica,21.01,,,,,,5
11.1,4.9,0.53,Africa,SouthAfrica,southafrica,14.18,,,,,,8
12.4,3.7,0.56,Africa,SouthAfrica,southafrica,18.98,,,,,,5
12.4,3.4,0.56,Africa,SouthAfrica,southafrica,16.86,,,,,,5
14.0,3.8,0.62,Africa,SouthAfrica,southafrica,24.25,,,,,,35
15.6,3.8,0.52,Africa,SouthAfrica,southafrica,42.01,,,,,,11
15.6,6.4,0.56,Africa,SouthAfrica,southafrica,30.49,,,,,,5
20.7,7.5,0.56,Africa,SouthAfrica,southafrica,75.56,,,,,,5
24.5,5.7,0.61,Africa,SouthAfrica,southafrica,134.13,,,,,,40
24.8,6.7,0.56,Africa,SouthAfrica,southafrica,187.56,,,,,,5
24.8,6.3,0.56,Africa,SouthAfrica,southafrica,112.35,,,,,,5
40.1,9.3,0.54,Africa,SouthAfrica,southafrica,491.5,,,,,,7
8.6,1.2,0.66,Africa,SouthAfrica,southafrica,7.3,,,,,,43
11.8,3.5,0.67,Africa,SouthAfrica,southafrica,30.61,,,,,,29
14.6,6.0,0.74,Africa,SouthAfrica,southafrica,45.16,,,,,,30
19.4,3.6,0.77,Africa,SouthAfrica,southafrica,24.55,,,,,,52
21.3,8.6,0.93,Africa,SouthAfrica,southafrica,96.46,,,,,,48
22.6,7.9,0.85,Africa,SouthAfrica,southafrica,175.36,,,,,,47
22.9,6.4,0.71,Africa,SouthAfrica,southafrica,148.1,,,,,,49
27.4,7.6,0.76,Africa,SouthAfrica,southafrica,300.1,,,,,,31
8.0,2.6,0.62,Africa,SouthAfrica,southafrica,3.38,,,,,,35
8.0,2.0,0.51,Africa,SouthAfrica,southafrica,3.1,,,,,,10
8.8,4.5,0.51,Africa,SouthAfrica,southafrica,9.31,,,,,,10
11.5,2.3,0.51,Africa,SouthAfrica,southafrica,8.96,,,,,,10
15.0,4.1,0.51,Africa,SouthAfrica,southafrica,9.72,,,,,,10
24.8,4.5,0.45,Africa,SouthAfrica,southafrica,93.15,,,,,,28
26.4,5.5,0.45,Africa,SouthAfrica,southafrica,106.51,,,,,,28
30.9,8.0,0.49,Africa,SouthAfrica,southafrica,136.02,,,,,,24
30.9,5.5,0.45,Africa,SouthAfrica,southafrica,130.38,,,,,,28
35.0,7.0,0.48,Africa,SouthAfrica,southafrica,232.2,,,,,,26
40.7,6.7,0.51,Africa,SouthAfrica,southafrica,313.5,,,,,,10
42.7,6.5,0.65,Africa,SouthAfrica,southafrica,444.36,,,,,,37
57.9,10.1,0.47,Africa,SouthAfrica,southafrica,834.32,,,,,,42
5.1,2.0,0.74,Africa,SouthAfrica,southafrica,1.84,,,,,,30
6.7,2.2,0.9,Africa,SouthAfrica,southafrica,3.92,,,,,,2
8.6,3.3,0.8,Africa,SouthAfrica,southafrica,11.03,,,,,,55
8.6,3.0,0.72,Africa,SouthAfrica,southafrica,9.33,,,,,,34
8.9,3.2,0.75,Africa,SouthAfrica,southafrica,7.44,,,,,,59
9.9,2.2,0.71,Africa,SouthAfrica,southafrica,27.09,,,,,,49
10.5,3.7,0.75,Africa,SouthAfrica,southafrica,26.29,,,,,,59
10.8,3.1,0.79,Africa,SouthAfrica,southafrica,18.41,,,,,,54
11.5,4.3,0.73,Africa,SouthAfrica,southafrica,31.49,,,,,,33
13.4,3.6,0.78,Africa,SouthAfrica,southafrica,40.22,,,,,,45
13.4,3.3,0.73,Africa,SouthAfrica,southafrica,20.08,,,,,,33
22.0,5.4,0.6,Africa,SouthAfrica,southafrica,94.45,,,,,,14
22.3,3.4,0.78,Africa,SouthAfrica,southafrica,82.47,,,,,,45
23.9,5.6,0.76,Africa,SouthAfrica,southafrica,102.08,,,,,,31
69.1,30.4,0.59,Americas,SouthBrazil1,southbrazil,3804.47,,,,,,36
33.5,30.2,0.45,Americas,SouthBrazil1,southbrazil,582.11,,,,,,28
55.1,29.0,0.45,Americas,SouthBrazil1,southbrazil,2893.07,,,,,,28
60.0,34.1,0.45,Americas,SouthBrazil1,southbrazil,3089.5,,,,,,28
16.4,18.2,0.64,Americas,SouthBrazil1,southbrazil,134.39,,,,,,38
13.5,15.0,0.28,Americas,SouthBrazil1,southbrazil,35.57,,,,,,65
16.0,16.9,0.75,Americas,SouthBrazil1,southbrazil,106.38,,,,,,59
16.2,17.6,0.75,Americas,SouthBrazil1,southbrazil,135.19,,,,,,59
7.0,12.2,0.79,Americas,SouthBrazil1,southbrazil,16.44,,,,,,54
8.2,9.0,0.79,Americas,SouthBrazil1,southbrazil,19.45,,,,,,54
11.1,15.1,0.79,Americas,SouthBrazil1,southbrazil,56.27,,,,,,54
12.0,14.1,0.79,Americas,SouthBrazil1,southbrazil,71.59,,,,,,54
13.6,20.9,0.79,Americas,SouthBrazil1,southbrazil,125.11,,,,,,54
33.9,29.0,0.79,Americas,SouthBrazil1,southbrazil,1067.3,,,,,,54
82.4,45.9,0.79,Americas,SouthBrazil1,southbrazil,9879.02,,,,,,54
22.4,20.4,0.53,Americas,SouthBrazil1,southbrazil,297.54,,,,,,8
10.9,15.5,0.64,Americas,SouthBrazil1,southbrazil,40.0,,,,,,38
74.3,35.2,0.64,Americas,SouthBrazil1,southbrazil,6385.74,,,,,,38
7.6,12.0,0.84,Americas,SouthBrazil1,southbrazil,21.62,,,,,,53
7.8,15.7,0.84,Americas,SouthBrazil1,southbrazil,30.03,,,,,,53
13.4,19.4,0.84,Americas,SouthBrazil1,southbrazil,137.12,,,,,,53
17.8,20.4,0.84,Americas,SouthBrazil1,southbrazil,283.12,,,,,,53
6.8,10.5,0.66,Americas,SouthBrazil1,southbrazil,14.55,,,,,,43
11.9,14.8,0.66,Americas,SouthBrazil1,southbrazil,74.51,,,,,,43
12.4,15.2,0.66,Americas,SouthBrazil1,southbrazil,71.66,,,,,,43
13.2,17.0,0.66,Americas,SouthBrazil1,southbrazil,94.61,,,,,,43
13.4,17.1,0.66,Americas,SouthBrazil1,southbrazil,126.28,,,,,,43
45.0,27.9,0.57,Americas,SouthBrazil1,southbrazil,1151.28,,,,,,9
23.6,24.5,0.62,Americas,SouthBrazil1,southbrazil,368.53,,,,,,35
5.8,8.5,0.67,Americas,SouthBrazil1,southbrazil,10.97,,,,,,29
6.2,8.6,0.67,Americas,SouthBrazil1,southbrazil,14.06,,,,,,29
6.8,8.8,0.67,Americas,SouthBrazil1,southbrazil,22.42,,,,,,29
8.9,12.6,0.67,Americas,SouthBrazil1,southbrazil,34.5,,,,,,29
9.8,11.3,0.67,Americas,SouthBrazil1,southbrazil,41.5,,,,,,29
10.2,15.3,0.67,Americas,SouthBrazil1,southbrazil,44.52,,,,,,29
12.4,11.9,0.67,Americas,SouthBrazil1,southbrazil,65.45,,,,,,29
14.8,19.5,0.67,Americas,SouthBrazil1,southbrazil,103.53,,,,,,29
15.4,13.3,0.67,Americas,SouthBrazil1,southbrazil,112.0,,,,,,29
27.6,25.8,0.79,Americas,SouthBrazil1,southbrazil,798.44,,,,,,54
25.7,24.8,0.86,Americas,SouthBrazil1,southbrazil,526.62,,,,,,71
15.4,19.9,0.59,Americas,SouthBrazil1,southbrazil,126.45,,,,,,36
24.4,23.2,0.22,Americas,SouthBrazil1,southbrazil,207.01,,,,,,70
12.0,18.5,0.54,Americas,SouthBrazil1,southbrazil,76.82,,,,,,7
10.6,14.7,0.59,Americas,SouthBrazil1,southbrazil,56.9,,,,,,36
43.4,30.9,0.59,Americas,SouthBrazil1,southbrazil,1707.82,,,,,,36
11.6,17.3,1.08,Americas,SouthBrazil1,southbrazil,64.35,,,,,,95
24.6,28.2,0.9,Americas,SouthBrazil1,southbrazil,659.23,,,,,,2
10.7,13.1,0.76,Americas,SouthBrazil1,southbrazil,49.97,,,,,,31
59.7,37.3,0.76,Americas,SouthBrazil1,southbrazil,5617.86,,,,,,31
11.7,22.6,0.74,Americas,SouthBrazil1,southbrazil,98.5,,,,,,30
12.2,15.3,0.74,Americas,SouthBrazil1,southbrazil,76.31,,,,,,30
13.7,15.8,0.63,Americas,SouthBrazil1,southbrazil,96.39,,,,,,4
18.2,18.8,0.63,Americas,SouthBrazil1,southbrazil,181.39,,,,,,4
21.9,19.2,0.63,Americas,SouthBrazil1,southbrazil,316.88,,,,,,4
49.0,30.1,0.41,Americas,SouthBrazil1,southbrazil,2227.8,,,,,,22
19.2,24.6,0.6,Americas,SouthBrazil1,southbrazil,193.19,,,,,,14
36.5,28.5,0.55,Americas,SouthBrazil1,southbrazil,1047.89,,,,,,6
6.3,10.4,0.76,Americas,SouthBrazil1,southbrazil,13.13,,,,,,31
6.5,12.1,0.62,Americas,SouthBrazil1,southbrazil,15.62,,,,,,35
9.3,13.1,0.56,Americas,SouthBrazil1,southbrazil,43.6,,,,,,5
29.0,28.2,0.56,Americas,SouthBrazil1,southbrazil,521.16,,,,,,5
22.9,21.4,0.56,Americas,SouthBrazil1,southbrazil,197.81,,,,,,5
8.4,13.4,0.56,Americas,SouthBrazil1,southbrazil,24.75,,,,,,5
14.7,13.5,0.65,Americas,SouthBrazil1,southbrazil,132.43,,,,,,37
16.6,18.4,0.73,Americas,SouthBrazil1,southbrazil,176.33,,,,,,33
19.3,24.4,0.79,Americas,SouthBrazil1,southbrazil,348.48,,,,,,54
12.6,16.7,0.67,Americas,SouthBrazil1,southbrazil,64.84,,,,,,29
28.6,31.9,0.67,Americas,SouthBrazil1,southbrazil,601.51,,,,,,29
46.5,29.4,0.55,Americas,SouthBrazil1,southbrazil,2571.83,,,,,,6
13.4,18.8,0.64,Americas,SouthBrazil1,southbrazil,109.33,,,,,,38
50.6,35.0,0.64,Americas,SouthBrazil1,southbrazil,2369.92,,,,,,38
45.4,29.5,0.59,Americas,SouthBrazil1,southbrazil,1942.14,,,,,,36
12.4,17.0,0.58,Americas,SouthBrazil1,southbrazil,84.74,,,,,,12
14.1,16.5,0.53,Americas,SouthBrazil1,southbrazil,138.07,,,,,,8
20.0,19.6,0.58,Americas,SouthBrazil1,southbrazil,369.82,,,,,,12
31.4,25.0,0.58,Americas,SouthBrazil1,southbrazil,893.94,,,,,,12
8.5,13.2,0.57,Americas,SouthBrazil1,southbrazil,30.54,,,,,,9
13.4,15.9,0.61,Americas,SouthBrazil1,southbrazil,74.9,,,,,,40
34.6,26.8,0.65,Americas,SouthBrazil1,southbrazil,903.96,,,,,,37
10.4,14.0,0.6,Americas,SouthBrazil1,southbrazil,49.26,,,,,,14
16.3,17.4,0.6,Americas,SouthBrazil1,southbrazil,148.01,,,,,,14
