DBH,H,WD,Continent,S,SS,AGB,Rainfall,OldGrowth,ForestType,DryMonths,Altitude,SP
5.0,9.5,0.62,Americas,FrenchGu,frenchgu,8.08,3125.0,1.0,Moist,2,50,35
12.1,18.3,0.74,Americas,FrenchGu,frenchgu,76.48,3125.0,1.0,Moist,2,50,30
5.6,9.4,0.74,Americas,FrenchGu,frenchgu,6.91,3125.0,1.0,Moist,2,50,30
6.5,10.5,0.74,Americas,FrenchGu,frenchgu,12.07,3125.0,1.0,Moist,2,50,30
7.6,6.9,0.6,Americas,FrenchGu,frenchgu,11.3,3125.0,1.0,Moist,2,50,14
8.1,8.5,0.74,Americas,FrenchGu,frenchgu,12.55,3125.0,1.0,Moist,2,50,30
8.5,11.2,0.74,Americas,FrenchGu,frenchgu,28.63,3125.0,1.0,Moist,2,50,30
9.6,12.4,0.73,Americas,FrenchGu,frenchgu,36.34,3125.0,1.0,Moist,2,50,33
10.8,12.0,0.74,Americas,FrenchGu,frenchgu,28.77,3125.0,1.0,Moist,2,50,30
18.9,21.2,0.74,Americas,FrenchGu,frenchgu,178.72,3125.0,1.0,Moist,2,50,30
24.4,25.0,0.7,Americas,FrenchGu,frenchgu,471.24,3125.0,1.0,Moist,2,50,39
28.0,30.5,0.74,Americas,FrenchGu,frenchgu,1013.82,3125.0,1.0,Moist,2,50,30
5.3,9.6,0.66,Americas,FrenchGu,frenchgu,8.36,3125.0,1.0,Moist,2,50,43
5.9,6.2,0.66,Americas,FrenchGu,frenchgu,5.15,3125.0,1.0,Moist,2,50,43
6.5,11.9,0.66,Americas,FrenchGu,frenchgu,12.02,3125.0,1.0,Moist,2,50,43
6.8,10.8,0.66,Americas,FrenchGu,frenchgu,12.5,3125.0,1.0,Moist,2,50,43
54.1,20.0,0.63,Americas,FrenchGu,frenchgu,4154.76,3125.0,1.0,Moist,2,50,4
11.1,16.1,0.62,Americas,FrenchGu,frenchgu,19.3,3125.0,1.0,Moist,2,50,35
12.7,16.2,0.6,Americas,FrenchGu,frenchgu,56.47,3125.0,1.0,Moist,2,50,14
44.6,33.0,0.68,Americas,FrenchGu,frenchgu,1363.63,3125.0,1.0,Moist,2,50,56
5.1,9.2,0.82,Americas,FrenchGu,frenchgu,5.87,3125.0,1.0,Moist,2,50,50
5.0,8.0,0.58,Americas,FrenchGu,frenchgu,6.96,3125.0,1.0,Moist,2,50,12
5.1,7.6,0.62,Americas,FrenchGu,frenchgu,7.09,3125.0,1.0,Moist,2,50,35
5.2,12.2,0.78,Americas,FrenchGu,frenchgu,12.46,3125.0,1.0,Moist,2,50,45
5.2,7.1,0.62,Americas,FrenchGu,frenchgu,4.17,3125.0,1.0,Moist,2,50,35
5.2,7.4,0.52,Americas,FrenchGu,frenchgu,4.53,3125.0,1.0,Moist,2,50,11
5.3,9.0,0.72,Americas,FrenchGu,frenchgu,6.77,3125.0,1.0,Moist,2,50,34
5.3,8.6,0.52,Americas,FrenchGu,frenchgu,5.16,3125.0,1.0,Moist,2,50,11
5.5,10.8,0.62,Americas,FrenchGu,frenchgu,14.05,3125.0,1.0,Moist,2,50,35
5.6,10.4,0.62,Americas,FrenchGu,frenchgu,9.01,3125.0,1.0,Moist,2,50,35
5.7,9.4,0.62,Americas,FrenchGu,frenchgu,5.03,3125.0,1.0,Moist,2,50,35
5.7,10.0,0.43,Americas,FrenchGu,frenchgu,3.96,3125.0,1.0,Moist,2,50,41
5.7,5.8,0.62,Americas,FrenchGu,frenchgu,4.44,3125.0,1.0,Moist,2,50,35
5.9,9.5,0.72,Americas,FrenchGu,frenchgu,6.65,3125.0,1.0,Moist,2,50,34
6.0,7.2,0.62,Americas,FrenchGu,frenchgu,4.77,3125.0,1.0,Moist,2,50,35
6.0,7.8,0.62,Americas,FrenchGu,frenchgu,6.57,3125.0,1.0,Moist,2,50,35
6.1,8.4,0.62,Americas,FrenchGu,frenchgu,3.2,3125.0,1.0,Moist,2,50,35
6.1,8.4,0.58,Americas,FrenchGu,frenchgu,8.77,3125.0,1.0,Moist,2,50,12
6.2,6.2,0.62,Americas,FrenchGu,frenchgu,5.51,3125.0,1.0,Moist,2,50,35
6.2,4.5,0.52,Americas,FrenchGu,frenchgu,4.38,3125.0,1.0,Moist,2,50,11
6.4,7.9,0.62,Americas,FrenchGu,frenchgu,7.4,3125.0,1.0,Moist,2,50,35
6.4,9.5,0.72,Americas,FrenchGu,frenchgu,13.41,3125.0,1.0,Moist,2,50,34
6.7,12.0,0.72,Americas,FrenchGu,frenchgu,13.36,3125.0,1.0,Moist,2,50,34
6.7,10.5,0.65,Americas,FrenchGu,frenchgu,10.82,3125.0,1.0,Moist,2,50,37
7.0,10.0,0.58,Americas,FrenchGu,frenchgu,9.87,3125.0,1.0,Moist,2,50,12
7.0,10.6,0.71,Americas,FrenchGu,frenchgu,17.04,3125.0,1.0,Moist,2,50,49
7.1,9.4,0.62,Americas,FrenchGu,frenchgu,11.98,3125.0,1.0,Moist,2,50,35
7.3,12.4,0.58,Americas,FrenchGu,frenchgu,22.72,3125.0,1.0,Moist,2,50,12
7.5,12.0,0.72,Americas,FrenchGu,frenchgu,14.88,3125.0,1.0,Moist,2,50,34
8.2,11.4,0.61,Americas,FrenchGu,frenchgu,16.25,3125.0,1.0,Moist,2,50,40
8.4,10.0,0.5,Americas,FrenchGu,frenchgu,14.53,3125.0,1.0,Moist,2,50,13
8.9,12.6,0.65,Americas,FrenchGu,frenchgu,23.6,3125.0,1.0,Moist,2,50,37
8.9,10.2,0.72,Americas,FrenchGu,frenchgu,26.92,3125.0,1.0,Moist,2,50,34
9.1,13.8,0.68,Americas,FrenchGu,frenchgu,30.04,3125.0,1.0,Moist,2,50,56
9.2,13.2,0.51,Americas,FrenchGu,frenchgu,13.11,3125.0,1.0,Moist,2,50,10
9.2,15.0,0.71,Americas,FrenchGu,frenchgu,38.27,3125.0,1.0,Moist,2,50,49
9.6,11.9,0.58,Americas,FrenchGu,frenchgu,21.87,3125.0,1.0,Moist,2,50,12
10.2,12.1,0.52,Americas,FrenchGu,frenchgu,34.81,3125.0,1.0,Moist,2,50,11
10.2,16.9,0.61,Americas,FrenchGu,frenchgu,36.21,3125.0,1.0,Moist,2,50,40
10.5,10.2,0.61,Americas,FrenchGu,frenchgu,18.13,3125.0,1.0,Moist,2,50,40
10.5,11.5,0.59,Americas,FrenchGu,frenchgu,37.39,3125.0,1.0,Moist,2,50,36
10.7,18.2,0.7,Americas,FrenchGu,frenchgu,61.66,3125.0,1.0,Moist,2,50,39
10.8,13.7,0.52,Americas,FrenchGu,frenchgu,30.7,3125.0,1.0,Moist,2,50,11
10.8,16.5,0.62,Americas,FrenchGu,frenchgu,51.06,3125.0,1.0,Moist,2,50,35
11.1,12.9,0.67,Americas,FrenchGu,frenchgu,28.75,3125.0,1.0,Moist,2,50,29
11.1,16.3,0.6,Americas,FrenchGu,frenchgu,36.22,3125.0,1.0,Moist,2,50,14
11.3,15.5,0.52,Americas,FrenchGu,frenchgu,44.82,3125.0,1.0,Moist,2,50,11
11.5,10.6,0.8,Americas,FrenchGu,frenchgu,44.26,3125.0,1.0,Moist,2,50,55
11.5,15.3,0.58,Americas,FrenchGu,frenchgu,52.04,3125.0,1.0,Moist,2,50,12
11.8,19.1,0.66,Americas,FrenchGu,frenchgu,53.13,3125.0,1.0,Moist,2,50,43
12.1,15.5,0.53,Americas,FrenchGu,frenchgu,45.58,3125.0,1.0,Moist,2,50,8
12.7,19.2,0.72,Americas,FrenchGu,frenchgu,64.7,3125.0,1.0,Moist,2,50,34
13.0,18.1,0.53,Americas,FrenchGu,frenchgu,80.23,3125.0,1.0,Moist,2,50,8
13.1,13.5,0.62,Americas,FrenchGu,frenchgu,23.44,3125.0,1.0,Moist,2,50,35
13.1,12.5,0.7,Americas,FrenchGu,frenchgu,77.29,3125.0,1.0,Moist,2,50,39
13.7,13.8,0.62,Americas,FrenchGu,frenchgu,45.34,3125.0,1.0,Moist,2,50,35
13.7,16.8,0.6,Americas,FrenchGu,frenchgu,67.58,3125.0,1.0,Moist,2,50,14
13.9,14.4,0.61,Americas,FrenchGu,frenchgu,56.6,3125.0,1.0,Moist,2,50,40
14.0,17.1,0.61,Americas,FrenchGu,frenchgu,110.0,3125.0,1.0,Moist,2,50,40
14.3,24.1,0.74,Americas,FrenchGu,frenchgu,240.21,3125.0,1.0,Moist,2,50,30
15.0,19.5,0.62,Americas,FrenchGu,frenchgu,54.95,3125.0,1.0,Moist,2,50,35
17.2,15.3,0.62,Americas,FrenchGu,frenchgu,90.76,3125.0,1.0,Moist,2,50,35
17.2,18.4,0.67,Americas,FrenchGu,frenchgu,247.26,3125.0,1.0,Moist,2,50,29
17.5,22.5,0.62,Americas,FrenchGu,frenchgu,287.85,3125.0,1.0,Moist,2,50,35
17.8,17.8,0.45,Americas,FrenchGu,frenchgu,67.9,3125.0,1.0,Moist,2,50,28
17.8,21.1,0.55,Americas,FrenchGu,frenchgu,102.28,3125.0,1.0,Moist,2,50,6
18.5,22.0,0.57,Americas,FrenchGu,frenchgu,139.64,3125.0,1.0,Moist,2,50,9
19.4,20.6,0.63,Americas,FrenchGu,frenchgu,231.85,3125.0,1.0,Moist,2,50,4
19.7,25.1,0.69,Americas,FrenchGu,frenchgu,213.89,3125.0,1.0,Moist,2,50,32
21.7,24.5,0.7,Americas,FrenchGu,frenchgu,274.99,3125.0,1.0,Moist,2,50,39
22.0,21.0,0.74,Americas,FrenchGu,frenchgu,353.35,3125.0,1.0,Moist,2,50,30
22.0,24.4,0.62,Americas,FrenchGu,frenchgu,358.83,3125.0,1.0,Moist,2,50,35
23.6,19.5,0.63,Americas,FrenchGu,frenchgu,271.3,3125.0,1.0,Moist,2,50,4
23.6,25.6,0.81,Americas,FrenchGu,frenchgu,525.64,3125.0,1.0,Moist,2,50,57
23.9,19.0,0.61,Americas,FrenchGu,frenchgu,292.36,3125.0,1.0,Moist,2,50,40
31.8,23.6,0.54,Americas,FrenchGu,frenchgu,893.44,3125.0,1.0,Moist,2,50,7
38.2,29.4,0.62,Americas,FrenchGu,frenchgu,697.72,3125.0,1.0,Moist,2,50,35
42.7,34.0,0.42,Americas,FrenchGu,frenchgu,1469.49,3125.0,1.0,Moist,2,50,25
52.2,31.2,0.72,Americas,FrenchGu,frenchgu,3299.79,3125.0,1.0,Moist,2,50,34
95.5,37.0,0.55,Americas,FrenchGu,frenchgu,8417.78,3125.0,1.0,Moist,2,50,6
6.4,8.7,0.46,Americas,FrenchGu,frenchgu,6.58,3125.0,1.0,Moist,2,50,27
13.2,20.2,0.64,Americas,FrenchGu,frenchgu,97.39,3125.0,1.0,Moist,2,50,38
14.3,16.0,0.46,Americas,FrenchGu,frenchgu,43.78,3125.0,1.0,Moist,2,50,27
5.1,7.5,0.76,Americas,FrenchGu,frenchgu,6.0,3125.0,1.0,Moist,2,50,31
6.7,6.8,0.76,Americas,FrenchGu,frenchgu,13.27,3125.0,1.0,Moist,2,50,31
8.6,10.6,0.6,Americas,FrenchGu,frenchgu,24.1,3125.0,1.0,Moist,2,50,14
10.2,8.9,0.68,Americas,FrenchGu,frenchgu,31.41,3125.0,1.0,Moist,2,50,56
12.1,15.6,0.69,Americas,FrenchGu,frenchgu,66.13,3125.0,1.0,Moist,2,50,32
12.7,14.3,0.57,Americas,FrenchGu,frenchgu,53.97,3125.0,1.0,Moist,2,50,9
5.3,12.5,0.62,Americas,FrenchGu,frenchgu,11.0,3125.0,1.0,Moist,2,50,35
15.6,17.0,0.8,Americas,FrenchGu,frenchgu,143.54,3125.0,1.0,Moist,2,50,55
75.1,39.4,0.74,Americas,FrenchGu,frenchgu,12607.83,3125.0,1.0,Moist,2,50,30
85.9,45.0,0.74,Americas,FrenchGu,frenchgu,19288.46,3125.0,1.0,Moist,2,50,30
6.5,8.4,0.57,Americas,FrenchGu,frenchgu,8.44,3125.0,1.0,Moist,2,50,9
7.3,6.2,0.57,Americas,FrenchGu,frenchgu,9.43,3125.0,1.0,Moist,2,50,9
8.3,7.3,0.61,Americas,FrenchGu,frenchgu,15.68,3125.0,1.0,Moist,2,50,40
11.8,9.4,0.52,Americas,FrenchGu,frenchgu,24.13,3125.0,1.0,Moist,2,50,11
20.7,18.2,0.29,Americas,FrenchGu,frenchgu,112.23,3125.0,1.0,Moist,2,50,16
8.9,13.8,0.54,Americas,FrenchGu,frenchgu,28.97,3125.0,1.0,Moist,2,50,7
10.2,14.8,0.51,Americas,FrenchGu,frenchgu,21.02,3125.0,1.0,Moist,2,50,10
10.8,14.3,0.53,Americas,FrenchGu,frenchgu,36.21,3125.0,1.0,Moist,2,50,8
14.0,15.8,0.56,Americas,FrenchGu,frenchgu,59.32,3125.0,1.0,Moist,2,50,5
15.9,21.8,0.59,Americas,FrenchGu,frenchgu,96.36,3125.0,1.0,Moist,2,50,36
6.1,10.3,0.62,Americas,FrenchGu,frenchgu,8.09,3125.0,1.0,Moist,2,50,35
6.8,11.5,0.48,Americas,FrenchGu,frenchgu,10.01,3125.0,1.0,Moist,2,50,26
6.1,12.4,0.56,Americas,FrenchGu,frenchgu,12.53,3125.0,1.0,Moist,2,50,5
18.1,21.5,0.53,Americas,FrenchGu,frenchgu,151.11,3125.0,1.0,Moist,2,50,8
5.2,7.1,0.62,Americas,FrenchGu,frenchgu,4.22,3125.0,1.0,Moist,2,50,35
9.1,14.5,0.38,Americas,FrenchGu,frenchgu,42.17,3125.0,1.0,Moist,2,50,20
5.7,10.7,0.73,Americas,FrenchGu,frenchgu,7.39,3125.0,1.0,Moist,2,50,33
7.3,12.6,0.73,Americas,FrenchGu,frenchgu,12.89,3125.0,1.0,Moist,2,50,33
21.3,19.0,0.73,Americas,FrenchGu,frenchgu,193.82,3125.0,1.0,Moist,2,50,33
5.1,7.4,0.73,Americas,FrenchGu,frenchgu,5.75,3125.0,1.0,Moist,2,50,33
11.1,17.0,0.63,Americas,FrenchGu,frenchgu,46.18,3125.0,1.0,Moist,2,50,4
5.1,4.9,0.63,Americas,FrenchGu,frenchgu,2.92,3125.0,1.0,Moist,2,50,4
5.1,5.4,0.63,Americas,FrenchGu,frenchgu,6.42,3125.0,1.0,Moist,2,50,4
5.4,3.1,0.63,Americas,FrenchGu,frenchgu,3.18,3125.0,1.0,Moist,2,50,4
5.7,6.2,0.63,Americas,FrenchGu,frenchgu,4.73,3125.0,1.0,Moist,2,50,4
6.1,12.4,0.63,Americas,FrenchGu,frenchgu,12.7,3125.0,1.0,Moist,2,50,4
6.6,7.7,0.63,Americas,FrenchGu,frenchgu,8.65,3125.0,1.0,Moist,2,50,4
6.7,8.2,0.63,Americas,FrenchGu,frenchgu,11.31,3125.0,1.0,Moist,2,50,4
9.6,11.7,0.62,Americas,FrenchGu,frenchgu,45.95,3125.0,1.0,Moist,2,50,35
78.5,32.0,0.74,Americas,FrenchGu,frenchgu,5931.03,3125.0,1.0,Moist,2,50,30
5.1,10.0,0.59,Americas,FrenchGu,frenchgu,3.86,3125.0,1.0,Moist,2,50,36
5.1,7.2,0.59,Americas,FrenchGu,frenchgu,5.91,3125.0,1.0,Moist,2,50,36
5.7,7.3,0.59,Americas,FrenchGu,frenchgu,6.33,3125.0,1.0,Moist,2,50,36
6.2,7.3,0.59,Americas,FrenchGu,frenchgu,7.47,3125.0,1.0,Moist,2,50,36
6.4,9.5,0.59,Americas,FrenchGu,frenchgu,3.85,3125.0,1.0,Moist,2,50,36
7.0,9.5,0.59,Americas,FrenchGu,frenchgu,4.38,3125.0,1.0,Moist,2,50,36
7.0,10.5,0.69,Americas,FrenchGu,frenchgu,14.27,3125.0,1.0,Moist,2,50,32
7.0,10.4,0.59,Americas,FrenchGu,frenchgu,15.01,3125.0,1.0,Moist,2,50,36
7.1,10.4,0.59,Americas,FrenchGu,frenchgu,16.49,3125.0,1.0,Moist,2,50,36
7.3,8.6,0.59,Americas,FrenchGu,frenchgu,13.27,3125.0,1.0,Moist,2,50,36
7.6,11.0,0.59,Americas,FrenchGu,frenchgu,15.4,3125.0,1.0,Moist,2,50,36
7.6,9.7,0.59,Americas,FrenchGu,frenchgu,21.81,3125.0,1.0,Moist,2,50,36
8.0,11.0,0.59,Americas,FrenchGu,frenchgu,19.96,3125.0,1.0,Moist,2,50,36
8.3,11.5,0.59,Americas,FrenchGu,frenchgu,32.8,3125.0,1.0,Moist,2,50,36
8.3,11.5,0.59,Americas,FrenchGu,frenchgu,34.78,3125.0,1.0,Moist,2,50,36
8.4,11.1,0.59,Americas,FrenchGu,frenchgu,7.97,3125.0,1.0,Moist,2,50,36
8.4,10.5,0.59,Americas,FrenchGu,frenchgu,18.65,3125.0,1.0,Moist,2,50,36
8.6,11.7,0.59,Americas,FrenchGu,frenchgu,26.21,3125.0,1.0,Moist,2,50,36
8.9,12.2,0.59,Americas,FrenchGu,frenchgu,27.64,3125.0,1.0,Moist,2,50,36
9.2,14.4,0.59,Americas,FrenchGu,frenchgu,29.83,3125.0,1.0,Moist,2,50,36
9.2,11.7,0.59,Americas,FrenchGu,frenchgu,25.23,3125.0,1.0,Moist,2,50,36
9.6,13.8,0.59,Americas,FrenchGu,frenchgu,25.11,3125.0,1.0,Moist,2,50,36
10.2,10.5,0.59,Americas,FrenchGu,frenchgu,10.88,3125.0,1.0,Moist,2,50,36
10.2,12.9,0.59,Americas,FrenchGu,frenchgu,38.64,3125.0,1.0,Moist,2,50,36
10.5,14.5,0.59,Americas,FrenchGu,frenchgu,43.03,3125.0,1.0,Moist,2,50,36
10.8,17.2,0.59,Americas,FrenchGu,frenchgu,42.72,3125.0,1.0,Moist,2,50,36
10.8,10.8,0.59,Americas,FrenchGu,frenchgu,30.08,3125.0,1.0,Moist,2,50,36
11.1,13.5,0.59,Americas,FrenchGu,frenchgu,56.29,3125.0,1.0,Moist,2,50,36
11.9,7.6,0.59,Americas,FrenchGu,frenchgu,16.66,3125.0,1.0,Moist,2,50,36
12.7,12.3,0.59,Americas,FrenchGu,frenchgu,56.47,3125.0,1.0,Moist,2,50,36
13.7,13.8,0.59,Americas,FrenchGu,frenchgu,47.95,3125.0,1.0,Moist,2,50,36
14.3,14.5,0.59,Americas,FrenchGu,frenchgu,111.0,3125.0,1.0,Moist,2,50,36
10.8,16.5,0.49,Americas,FrenchGu,frenchgu,28.25,3125.0,1.0,Moist,2,50,24
6.8,10.0,0.5,Americas,FrenchGu,frenchgu,5.96,3125.0,1.0,Moist,2,50,13
10.2,13.5,0.65,Americas,FrenchGu,frenchgu,54.25,3125.0,1.0,Moist,2,50,37
12.7,16.5,0.58,Americas,FrenchGu,frenchgu,52.65,3125.0,1.0,Moist,2,50,12
17.8,16.5,0.57,Americas,FrenchGu,frenchgu,90.11,3125.0,1.0,Moist,2,50,9
6.4,10.9,0.62,Americas,FrenchGu,frenchgu,13.97,3125.0,1.0,Moist,2,50,35
5.1,9.2,0.74,Americas,FrenchGu,frenchgu,6.82,3125.0,1.0,Moist,2,50,30
13.7,15.1,0.74,Americas,FrenchGu,frenchgu,68.78,3125.0,1.0,Moist,2,50,30
13.1,17.0,0.57,Americas,FrenchGu,frenchgu,62.19,3125.0,1.0,Moist,2,50,9
8.6,9.0,0.5,Americas,FrenchGu,frenchgu,14.38,3125.0,1.0,Moist,2,50,13
6.8,7.5,0.6,Americas,FrenchGu,frenchgu,10.55,3125.0,1.0,Moist,2,50,14
9.6,12.8,0.66,Americas,FrenchGu,frenchgu,36.28,3125.0,1.0,Moist,2,50,43
20.7,25.0,0.56,Americas,FrenchGu,frenchgu,178.14,3125.0,1.0,Moist,2,50,5
23.6,20.8,0.6,Americas,FrenchGu,frenchgu,250.26,3125.0,1.0,Moist,2,50,14
17.5,15.9,0.73,Americas,FrenchGu,frenchgu,195.31,3125.0,1.0,Moist,2,50,33
11.4,9.5,0.49,Americas,FrenchGu,frenchgu,31.81,3125.0,1.0,Moist,2,50,24
5.6,12.1,0.71,Americas,FrenchGu,frenchgu,7.63,3125.0,1.0,Moist,2,50,49
5.9,8.5,0.82,Americas,FrenchGu,frenchgu,3.12,3125.0,1.0,Moist,2,50,50
7.6,15.5,0.39,Americas,FrenchGu,frenchgu,16.19,3125.0,1.0,Moist,2,50,19
6.4,11.4,0.7,Americas,FrenchGu,frenchgu,8.02,3125.0,1.0,Moist,2,50,39
5.2,9.4,0.7,Americas,FrenchGu,frenchgu,7.74,3125.0,1.0,Moist,2,50,39
25.5,27.0,0.71,Americas,FrenchGu,frenchgu,468.06,3125.0,1.0,Moist,2,50,49
64.6,38.0,0.48,Americas,FrenchGu,frenchgu,3417.6,3125.0,1.0,Moist,2,50,26
24.8,19.2,0.49,Americas,FrenchGu,frenchgu,199.93,3125.0,1.0,Moist,2,50,24
5.1,8.2,0.58,Americas,FrenchGu,frenchgu,7.61,3125.0,1.0,Moist,2,50,12
7.3,10.3,0.71,Americas,FrenchGu,frenchgu,22.57,3125.0,1.0,Moist,2,50,49
18.1,21.0,0.65,Americas,FrenchGu,frenchgu,172.43,3125.0,1.0,Moist,2,50,37
7.5,9.9,0.54,Americas,FrenchGu,frenchgu,13.95,3125.0,1.0,Moist,2,50,7
12.1,20.0,0.51,Americas,FrenchGu,frenchgu,33.41,3125.0,1.0,Moist,2,50,10
16.2,18.3,0.58,Americas,FrenchGu,frenchgu,137.65,3125.0,1.0,Moist,2,50,12
57.3,36.5,0.74,Americas,FrenchGu,frenchgu,3999.49,3125.0,1.0,Moist,2,50,30
9.6,10.5,0.39,Americas,FrenchGu,frenchgu,17.54,3125.0,1.0,Moist,2,50,19
14.6,20.4,0.38,Americas,FrenchGu,frenchgu,52.12,3125.0,1.0,Moist,2,50,20
19.1,22.0,0.46,Americas,FrenchGu,frenchgu,105.65,3125.0,1.0,Moist,2,50,27
33.7,28.2,0.45,Americas,FrenchGu,frenchgu,696.82,3125.0,1.0,Moist,2,50,28
7.0,12.1,0.62,Americas,FrenchGu,frenchgu,9.01,3125.0,1.0,Moist,2,50,35
11.9,13.7,0.44,Americas,FrenchGu,frenchgu,33.93,3125.0,1.0,Moist,2,50,21
11.1,14.4,0.59,Americas,FrenchGu,frenchgu,40.09,3125.0,1.0,Moist,2,50,36
27.4,25.5,0.6,Americas,FrenchGu,frenchgu,663.99,3125.0,1.0,Moist,2,50,14
25.5,28.5,0.4,Americas,FrenchGu,frenchgu,227.77,3125.0,1.0,Moist,2,50,15
5.7,7.8,0.71,Americas,FrenchGu,frenchgu,5.77,3125.0,1.0,Moist,2,50,49
7.6,9.5,0.71,Americas,FrenchGu,frenchgu,8.33,3125.0,1.0,Moist,2,50,49
10.5,15.4,0.68,Americas,FrenchGu,frenchgu,32.27,3125.0,1.0,Moist,2,50,56
14.3,17.6,0.71,Americas,FrenchGu,frenchgu,113.89,3125.0,1.0,Moist,2,50,49
18.8,22.0,0.63,Americas,FrenchGu,frenchgu,157.33,3125.0,1.0,Moist,2,50,4
23.1,28.1,0.61,Americas,FrenchGu,frenchgu,323.11,3125.0,1.0,Moist,2,50,40
35.0,30.0,0.71,Americas,FrenchGu,frenchgu,979.84,3125.0,1.0,Moist,2,50,49
11.8,12.5,0.61,Africa,Gabon,gabon,40.72,,,,,,40
12.7,16.9,0.92,Africa,Gabon,gabon,98.49,,,,,,3
13.4,19.0,0.66,Africa,Gabon,gabon,118.11,,,,,,43
13.7,16.9,0.72,Africa,Gabon,gabon,115.97,,,,,,34
15.3,12.4,0.46,Africa,Gabon,gabon,45.98,,,,,,27
18.5,23.0,0.76,Africa,Gabon,gabon,242.87,,,,,,31
18.5,17.0,0.72,Africa,Gabon,gabon,283.39,,,,,,34
20.1,18.0,0.61,Africa,Gabon,gabon,148.44,,,,,,40
20.1,18.9,0.72,Africa,Gabon,gabon,211.11,,,,,,34
20.4,17.0,0.66,Africa,Gabon,gabon,339.56,,,,,,43
20.5,16.6,0.66,Africa,Gabon,gabon,185.66,,,,,,43
20.7,22.0,0.76,Africa,Gabon,gabon,324.25,,,,,,31
21.7,21.9,0.8,Africa,Gabon,gabon,187.06,,,,,,55
25.0,26.7,0.8,Africa,Gabon,gabon,315.75,,,,,,55
25.5,21.9,0.72,Africa,Gabon,gabon,730.11,,,,,,34
28.3,27.8,0.92,Africa,Gabon,gabon,836.09,,,,,,3
28.3,25.2,0.57,Africa,Gabon,gabon,542.35,,,,,,9
28.7,28.2,0.5,Africa,Gabon,gabon,1087.22,,,,,,13
29.9,26.8,0.61,Africa,Gabon,gabon,421.61,,,,,,40
30.2,21.5,0.57,Africa,Gabon,gabon,700.9,,,,,,9
30.6,17.2,0.46,Africa,Gabon,gabon,235.16,,,,,,27
31.8,27.0,0.66,Africa,Gabon,gabon,705.52,,,,,,43
35.0,22.0,0.66,Africa,Gabon,gabon,506.07,,,,,,43
35.8,26.2,0.61,Africa,Gabon,gabon,657.75,,,,,,40
36.0,18.1,0.46,Africa,Gabon,gabon,618.87,,,,,,27
37.2,27.7,0.92,Africa,Gabon,gabon,1434.88,,,,,,3
38.2,28.6,0.57,Africa,Gabon,gabon,1257.93,,,,,,9
38.2,40.0,0.66,Africa,Gabon,gabon,1881.63,,,,,,43
38.5,27.1,0.5,Africa,Gabon,gabon,626.57,,,,,,13
38.8,25.6,0.76,Africa,Gabon,gabon,1497.26,,,,,,31
39.7,33.2,0.5,Africa,Gabon,gabon,830.14,,,,,,13
41.4,30.5,0.72,Africa,Gabon,gabon,1483.92,,,,,,34
41.4,36.3,0.8,Africa,Gabon,gabon,2272.15,,,,,,55
43.9,25.3,0.57,Africa,Gabon,gabon,1011.08,,,,,,9
44.1,31.6,0.66,Africa,Gabon,gabon,1612.76,,,,,,43
44.6,37.4,0.92,Africa,Gabon,gabon,2610.74,,,,,,3
45.5,34.1,0.76,Africa,Gabon,gabon,2703.86,,,,,,31
45.5,20.0,0.46,Africa,Gabon,gabon,592.28,,,,,,27
46.2,30.2,0.72,Africa,Gabon,gabon,1855.99,,,,,,34
48.4,39.4,0.66,Africa,Gabon,gabon,2436.77,,,,,,43
48.7,35.3,0.76,Africa,Gabon,gabon,2406.68,,,,,,31
49.7,40.1,0.8,Africa,Gabon,gabon,3296.42,,,,,,55
49.7,29.5,0.61,Africa,Gabon,gabon,2316.54,,,,,,40
50.0,32.8,0.5,Africa,Gabon,gabon,1500.51,,,,,,13
50.1,40.1,0.92,Africa,Gabon,gabon,4342.12,,,,,,3
50.9,27.4,0.92,Africa,Gabon,gabon,1894.14,,,,,,3
50.9,20.8,0.57,Africa,Gabon,gabon,904.7,,,,,,9
51.2,33.0,0.5,Africa,Gabon,gabon,1664.22,,,,,,13
51.7,33.6,0.76,Africa,Gabon,gabon,3415.72,,,,,,31
54.1,33.8,0.66,Africa,Gabon,gabon,2689.05,,,,,,43
54.5,33.4,0.61,Africa,Gabon,gabon,2264.64,,,,,,40
55.6,26.8,0.46,Africa,Gabon,gabon,1373.76,,,,,,27
56.0,37.1,0.8,Africa,Gabon,gabon,3649.78,,,,,,55
57.0,36.0,0.76,Africa,Gabon,gabon,4129.12,,,,,,31
59.8,37.7,0.8,Africa,Gabon,gabon,3957.26,,,,,,55
60.5,43.1,0.66,Africa,Gabon,gabon,4284.4,,,,,,43
60.5,38.0,0.66,Africa,Gabon,gabon,4427.85,,,,,,43
62.2,38.2,0.5,Africa,Gabon,gabon,3054.39,,,,,,13
66.9,50.7,0.46,Africa,Gabon,gabon,3476.18,,,,,,27
68.8,31.1,0.72,Africa,Gabon,gabon,5557.52,,,,,,34
70.2,33.9,0.76,Africa,Gabon,gabon,6105.18,,,,,,31
71.0,38.8,0.76,Africa,Gabon,gabon,17072.68,,,,,,31
71.9,36.6,0.61,Africa,Gabon,gabon,3100.09,,,,,,40
71.9,35.8,0.72,Africa,Gabon,gabon,4006.01,,,,,,34
72.3,43.8,0.5,Africa,Gabon,gabon,3670.71,,,,,,13
